成语,常用度分数
妙手丹青,23.8
攀辕卧辙,23.8
亲如手足,23.8
善颂善祷,23.8
拾人牙慧,23.8
肃然起敬,23.8
铁证如山,23.8
万事亨通,23.8
无毁无誉,23.8
无能为役,23.8
悬疣附赘,23.8
衙官屈宋,23.8
依头缕当,23.8
雨沐风餐,23.8
指天画地,23.8
暗无天日,23.7
百卉千葩,23.7
藏垢纳污,23.7
大而化之,23.7
戴笠乘车,23.7
纷至沓来,23.7
丰神绰约,23.7
光复旧物,23.7
好问决疑,23.7
厚今薄古,23.7
后患无穷,23.7
黄发儿齿,23.7
黄口孺子,23.7
疾恶如仇,23.7
极目远眺,23.7
将错就错,23.7
旌旗蔽日,23.7
枯木逢春,23.7
良师益友,23.7
面如土色,23.7
排除万难,23.7
入吾彀中,23.7
数黑论黄,23.7
无间是非,23.7
无声无息,23.7
悬河泻水,23.7
学步邯郸,23.7
言行一致,23.7
庸言庸行,23.7
别有肺肠,23.6
成群结队,23.6
返老还童,23.6
即鹿无虞,23.6
矫情镇物,23.6
乐此不疲,23.6
两瞽相扶,23.6
漏尽更阑,23.6
逆耳之言,23.6
三星在户,23.6
设身处地,23.6
疏而不漏,23.6
无师自通,23.6
星落云散,23.6
言而无信,23.6
一息尚存,23.6
坐筹帷幄,23.6
饱经沧桑,23.5
不偏不党,23.5
粗中有细,23.5
措手不及,23.5
归心似箭,23.5
积少成多,23.5
量才而为,23.5
门到户说,23.5
暮云春树,23.5
内视反听,23.5
善刀而藏,23.5
受宠若惊,23.5
孀妻弱子,23.5
天覆地载,23.5
凶终隙末,23.5
阳关大道,23.5
一日之长,23.5
宗庙社稷,23.5
不依不饶,23.4
倒冠落佩,23.4
道傍之筑,23.4
妒贤嫉能,23.4
丰富多采,23.4
奉命唯谨,23.4
父母之邦,23.4
甘之如饴,23.4
国无宁日,23.4
汉官威仪,23.4
惊喜若狂,23.4
声振林木,23.4
算无遗策,23.4
胁肩谄笑,23.4
言近旨远,23.4
一泻千里,23.4
以讹传讹,23.4
因人成事,23.4
语笑喧阗,23.4
自私自利,23.4
巴前算后,23.3
卑礼厚币,23.3
遍地开花,23.3
不分轩轾,23.3
沉痼自若,23.3
愁肠寸断,23.3
打得火热,23.3
大模大样,23.3
道德文章,23.3
多文为富,23.3
国色天姿,23.3
怙恶不悛,23.3
假手于人,23.3
举案齐眉,23.3
连枝比翼,23.3
慢条斯理,23.3
面红耳赤,23.3
明若观火,23.3
囚首垢面,23.3
柔茹刚吐,23.3
首屈一指,23.3
熙熙攘攘,23.3
形影不离,23.3
杳如黄鹤,23.3
搬唇递舌,23.2
成双作对,23.2
初发芙蓉,23.2
登山临水,23.2
分甘绝少,23.2
更令明号,23.2
过甚其词,23.2
含苞待放,23.2
湖光山色,23.2
鸡声鹅斗,23.2
见多识广,23.2
经文纬武,23.2
拘神遣将,23.2
迷惑视听,23.2
煞有介事,23.2
绳其祖武,23.2
室如悬磬,23.2
视死如归,23.2
束之高阁,23.2
铜驼荆棘,23.2
亡羊补牢,23.2
羲皇上人,23.2
泄露天机,23.2
养精畜锐,23.2
一夔已足,23.2
掷地有声,23.2
把素持斋,23.1
贝阙珠宫,23.1
不差毫厘,23.1
不啻天渊,23.1
大有可观,23.1
峰回路转,23.1
鬼鬼祟祟,23.1
恨海难填,23.1
鸿鹄将至,23.1
胡作非为,23.1
家贼难防,23.1
溘然长往,23.1
兰薰桂馥,23.1
立足之地,23.1
命俦啸侣,23.1
区闻陬见,23.1
随心所欲,23.1
巍然屹立,23.1
畏缩不前,23.1
无可救药,23.1
先知先觉,23.1
扬扬得意,23.1
一人有庆,23.1
一统天下,23.1
玉液金波,23.1
杯觥交错,23.0
奔逸绝尘,23.0
不省人事,23.0
称体载衣,23.0
大惑不解,23.0
发硎新试,23.0
繁花似锦,23.0
方外之人,23.0
焚膏继晷,23.0
封豕长蛇,23.0
隔靴搔痒,23.0
将功折罪,23.0
居心叵测,23.0
款学寡闻,23.0
劳师动众,23.0
磨砖成镜,23.0
奴颜媚骨,23.0
期期艾艾,23.0
窃玉偷香,23.0
剩水残山,23.0
协力同心,23.0
言之有物,23.0
一蹴而就,23.0
悠然自得,23.0
铢积寸累,23.0
不死不活,22.9
才高识远,22.9
穿针引线,22.9
雕心雁爪,22.9
发人深省,22.9
鸾飘凤泊,22.9
猛志常在,22.9
内顾之忧,22.9
泉石膏肓,22.9
撒娇撒痴,22.9
时不可失,22.9
头破血流,22.9
薰天赫地,22.9
因循坐误,22.9
盈千累万,22.9
众寡悬殊,22.9
自拔来归,22.9
走伏无地,22.9
察见渊鱼,22.8
除残去秽,22.8
大处着墨,22.8
当头棒喝,22.8
倒背如流,22.8
恩威并行,22.8
反求诸己,22.8
胶柱调瑟,22.8
借交报仇,22.8
金鼓齐鸣,22.8
诺诺连声,22.8
蓬首垢面,22.8
批郤导窾,22.8
锲而不舍,22.8
生花妙笔,22.8
使贪使愚,22.8
天怒人怨,22.8
吐刚茹柔,22.8
忘其所以,22.8
以己度人,22.8
振奋人心,22.8
自刽以下,22.8
不敢问津,22.7
不欢而散,22.7
鼎镬如饴,22.7
浮云蔽日,22.7
规圆矩方,22.7
咀嚼英华,22.7
拟规画圆,22.7
千叮万嘱,22.7
倾心吐胆,22.7
人己一视,22.7
人声鼎沸,22.7
上好下甚,22.7
天下为公,22.7
瓮牖绳枢,22.7
无胫而行,22.7
相形见绌,22.7
佐雍得尝,22.7
暧昧不明,22.6
残渣余孽,22.6
楚楚可怜,22.6
唇焦舌敝,22.6
浮瓜沉李,22.6
功成名遂,22.6
狗仗人势,22.6
黄梁美梦,22.6
混然一体,22.6
狂奴故态,22.6
滥用职权,22.6
劳思逸淫,22.6
里出外进,22.6
偭规越矩,22.6
牛衣对泣,22.6
凄风苦雨,22.6
千回百折,22.6
热泪盈眶,22.6
熙来攘往,22.6
以身殉职,22.6
有眼无珠,22.6
寓意深长,22.6
诛求无厌,22.6
罪恶昭著,22.6
拔刀相助,22.5
北门南牙,22.5
痴人说梦,22.5
虫沙猿鹤,22.5
大失所望,22.5
东风浩荡,22.5
干净利落,22.5
革面洗心,22.5
怪力乱神,22.5
过为已甚,22.5
鸿稀鳞绝,22.5
狐埋狐搰,22.5
满谷满坑,22.5
匿影藏形,22.5
七长八短,22.5
取而代之,22.5
神通广大,22.5
矢口否认,22.5
一本正经,22.5
一哄而散,22.5
一文不名,22.5
义愤填膺,22.5
八音迭奏,22.4
北道主人,22.4
愁肠百结,22.4
寸铁在手,22.4
顾虑重重,22.4
几次三番,22.4
聊复尔耳,22.4
临潼斗宝,22.4
冥思苦想,22.4
明察暗访,22.4
千方百计,22.4
轻举妄动,22.4
人神共愤,22.4
日坐愁城,22.4
桑弧蓬矢,22.4
顺天应人,22.4
土崩瓦解,22.4
因时制宜,22.4
自由放任,22.4
冰壶秋月,22.3
馋涎欲滴,22.3
大慈大悲,22.3
胆大如斗,22.3
地坼天崩,22.3
颠来倒去,22.3
皇亲国戚,22.3
家喻户晓,22.3
惊猿脱兔,22.3
精疲力尽,22.3
流行坎止,22.3
满纸空言,22.3
靡衣媮食,22.3
明正典刑,22.3
忍心害理,22.3
深入浅出,22.3
天无二日,22.3
袖手旁观,22.3
白日做梦,22.2
不知所终,22.2
赤胆忠心,22.2
辞不达意,22.2
大莫与京,22.2
翻箱倒箧,22.2
防意如城,22.2
付之一炬,22.2
付之一笑,22.2
肩摩踵接,22.2
抗尘走俗,22.2
来回来去,22.2
昙花一现,22.2
偷狗戏鸡,22.2
瓦解冰消,22.2
未能免俗,22.2
误入歧途,22.2
言而有信,22.2
眼明心亮,22.2
咬钉嚼铁,22.2
一字不易,22.2
优胜劣败,22.2
有钱有势,22.2
真知灼见,22.2
伯乐相马,22.1
大行大市,22.1
堤溃蚁孔,22.1
火上弄冰,22.1
九天揽月,22.1
马角乌白,22.1
明耻教战,22.1
明争暗斗,22.1
沐猴而冠,22.1
普天同庆,22.1
前覆后戒,22.1
俗不可医,22.1
体贴入微,22.1
天人共鉴,22.1
物阜民安,22.1
薪尽火传,22.1
严丝合缝,22.1
于心何忍,22.1
周情孔思,22.1
卜昼卜夜,22.0
闯荡江湖,22.0
浩如烟海,22.0
洪炉点雪,22.0
挥斥八极,22.0
连天烽火,22.0
明镜高悬,22.0
旗开得胜,22.0
全心全意,22.0
霜露之感,22.0
死不悔改,22.0
眼明手快,22.0
以观后效,22.0
有气无力,22.0
咫尺之功,22.0
耳视目听,21.9
反败为胜,21.9
孤标傲世,21.9
广开言路,21.9
假痴不癫,21.9
精明强干,21.9
老实巴交,21.9
弥缝其阙,21.9
孽根祸胎,21.9
穷极思变,21.9
求同存异,21.9
让枣推梨,21.9
色色俱全,21.9
赏一劝百,21.9
同甘共苦,21.9
一以当十,21.9
元龙高卧,21.9
斩木揭竿,21.9
争长论短,21.9
钻皮出羽,21.9
秤斤注两,21.8
当场出彩,21.8
独是独非,21.8
废话连篇,21.8
干将莫邪,21.8
孤雏腐鼠,21.8
积厚流光,21.8
可乘之隙,21.8
略见一斑,21.8
情见势屈,21.8
盛宴难再,21.8
调三窝四,21.8
无丝有线,21.8
瑕不掩瑜,21.8
纤芥之疾,21.8
兴师动众,21.8
朽木粪墙,21.8
以水救水,21.8
易地而处,21.8
源头活水,21.8
造次颠沛,21.8
直截了当,21.8
保国安民,21.7
剥肤之痛,21.7
不辨真伪,21.7
蹈厉奋发,21.7
堆金叠玉,21.7
富埒陶白,21.7
举一反三,21.7
闷闷不乐,21.7
南辕北辙,21.7
磐石之安,21.7
群魔乱舞,21.7
杀气腾腾,21.7
搜根剔齿,21.7
谈天说地,21.7
望风披靡,21.7
燮理阴阳,21.7
一举一动,21.7
与虎添翼,21.7
獐麇马鹿,21.7
志同道合,21.7
安车蒲轮,21.6
暗室不欺,21.6
秉烛待旦,21.6
病骨支离,21.6
不次之迁,21.6
操奇计赢,21.6
乘人之危,21.6
舛讹百出,21.6
发扬光大,21.6
非意相干,21.6
肥马轻裘,21.6
夫妻反目,21.6
甘败下风,21.6
挂冠归去,21.6
满腹疑团,21.6
民生凋敝,21.6
天下太平,21.6
亡命之徒,21.6
为善最乐,21.6
喜气洋洋,21.6
倚老卖老,21.6
娱心悦目,21.6
朝秦暮楚,21.6
知足不辱,21.6
冢中枯骨,21.6
百无禁忌,21.5
不知去向,21.5
吊民伐罪,21.5
杜门自绝,21.5
肝胆相照,21.5
疾言厉色,21.5
梁上君子,21.5
迷人眼目,21.5
入情入理,21.5
水色山光,21.5
通功易事,21.5
唾手可得,21.5
显亲扬名,21.5
削铁如泥,21.5
雪泥鸿爪,21.5
一物不知,21.5
远愁近虑,21.5
铮铮有声,21.5
只鸡絮酒,21.5
别具肺肠,21.4
瞠目结舌,21.4
鹑居鷇食,21.4
胆大妄为,21.4
各得其所,21.4
掘井及泉,21.4
犒赏三军,21.4
空前绝后,21.4
料敌若神,21.4
落月屋梁,21.4
穷鸟入怀,21.4
仁至义尽,21.4
顺时而动,21.4
四大皆空,21.4
挖肉补疮,21.4
言无二价,21.4
叶落归根,21.4
越瘦秦肥,21.4
枕石漱流,21.4
残膏剩馥,21.3
辞尊居卑,21.3
猝不及防,21.3
倒持泰阿,21.3
独一无二,21.3
烽火连年,21.3
奉头鼠窜,21.3
鬼烂神焦,21.3
济寒赈贫,21.3
价增一顾,21.3
门不停宾,21.3
抛头露面,21.3
前呼后拥,21.3
舍本求末,21.3
天高地厚,21.3
闻声相思,21.3
问牛知马,21.3
心宽体胖,21.3
臭味相投,21.3
一不扭众,21.3
饮河满腹,21.3
擿埴索涂,21.3
步步为营,21.2
尺树寸泓,21.2
恶衣粝食,21.2
怫然不悦,21.2
患难夫妻,21.2
柳絮才高,21.2
绿水青山,21.2
眉高眼低,21.2
剖腹藏珠,21.2
三朝元老,21.2
声价十倍,21.2
四时八节,21.2
似曾相识,21.2
他山攻错,21.2
唯唯诺诺,21.2
印累绶若,21.2
缘情体物,21.2
云行雨施,21.2
傲睨得志,21.1
抱恨终天,21.1
杵臼之交,21.1
措置裕如,21.1
倒屣相迎,21.1
饿虎扑食,21.1
反眼不识,21.1
非亲非故,21.1
风行一时,21.1
观望不前,21.1
积重难返,21.1
价廉物美,21.1
令人喷饭,21.1
强弩之末,21.1
且住为佳,21.1
如临大敌,21.1
少头缺尾,21.1
师心自用,21.1
视为知己,21.1
瑶林琼树,21.1
一言半语,21.1
因材施教,21.1
折槁振落,21.1
不辞劳苦,21.0
钗荆裙布,21.0
寸田尺宅,21.0
大敌当前,21.0
德重恩弘,21.0
火伞高张,21.0
蛟龙得水,21.0
绝世无双,21.0
眉头不伸,21.0
青山绿水,21.0
深更半夜,21.0
生灵涂炭,21.0
随俗浮沉,21.0
通宵达旦,21.0
望而却步,21.0
药石之言,21.0
不无小补,20.9
垂拱而治,20.9
寸男尺女,20.9
逢场作戏,20.9
旌旗卷舒,20.9
荣宗耀祖,20.9
舞衫歌扇,20.9
仰观俯察,20.9
一床两好,20.9
指雁为羹,20.9
咒天骂地,20.9
悲欢离合,20.8
不可言状,20.8
残山剩水,20.8
断壁颓垣,20.8
负薪救火,20.8
蒹葭之思,20.8
金石之计,20.8
近在咫尺,20.8
流风余韵,20.8
全力以赴,20.8
善罢干休,20.8
深思熟虑,20.8
土扶成墙,20.8
乌白马角,20.8
小心翼翼,20.8
夜雨对床,20.8
影影绰绰,20.8
渔阳鼙鼓,20.8
子曰诗云,20.8
表里山河,20.7
不上不下,20.7
铲迹销声,20.7
陈词滥调,20.7
痴心妄想,20.7
赤地千里,20.7
重温旧梦,20.7
得意忘言,20.7
掉以轻心,20.7
鼎铛玉石,20.7
方枘圆凿,20.7
吠非其主,20.7
桴鼓相应,20.7
广庭大众,20.7
火上浇油,20.7
剪草除根,20.7
来去无踪,20.7
明辨是非,20.7
目迷五色,20.7
千人所指,20.7
前程万里,20.7
事在人为,20.7
望文生义,20.7
问安视膳,20.7
寻根追底,20.7
一身五心,20.7
早出晚归,20.7
咫尺天涯,20.7
逞性妄为,20.6
窜端匿迹,20.6
逢山开路,20.6
福如东海,20.6
开台锣鼓,20.6
叩马而谏,20.6
批红判白,20.6
情急智生,20.6
忍俊不禁,20.6
水尽鹅飞,20.6
体国经野,20.6
天不作美,20.6
兔死狐悲,20.6
闻风而逃,20.6
兴致索然,20.6
一琴一鹤,20.6
一掷百万,20.6
直捣黄龙,20.6
搬斤播两,20.5
不教而诛,20.5
鼎镬刀锯,20.5
过江之鲫,20.5
讳莫如深,20.5
霍然而愈,20.5
绝其本根,20.5
联翩而至,20.5
名实相副,20.5
牵肠挂肚,20.5
千虑一得,20.5
墙头马上,20.5
曲意逢迎,20.5
日月蹉跎,20.5
歪打正着,20.5
心平气和,20.5
羊肠鸟道,20.5
一鳞一爪,20.5
月明千里,20.5
朝梁暮陈,20.5
便辞巧说,20.4
不得而知,20.4
残冬腊月,20.4
唇齿之邦,20.4
迭床架屋,20.4
附骥攀鸿,20.4
亘古通今,20.4
过路财神,20.4
胡服骑射,20.4
鸡鸣狗盗,20.4
紧打慢敲,20.4
困兽犹斗,20.4
人弃我取,20.4
素不相识,20.4
天昏地暗,20.4
粜风卖雨,20.4
万死不辞,20.4
贻害无穷,20.4
有生以来,20.4
主客颠倒,20.4
自相矛盾,20.4
败鳞残甲,20.3
闭门思过,20.3
冰解冻释,20.3
车在马前,20.3
成年累月,20.3
春兰秋菊,20.3
大厦将倾,20.3
箪瓢屡空,20.3
读书三到,20.3
金谷酒数,20.3
名垂千古,20.3
深文周纳,20.3
恃才傲物,20.3
殊途同归,20.3
天崩地裂,20.3
孝子慈孙,20.3
悬壶问世,20.3
一鳞半爪,20.3
安之若命,20.2
鞭长莫及,20.2
不可终日,20.2
创巨痛深,20.2
耳闻则诵,20.2
苟且偷生,20.2
管宁割席,20.2
海不扬波,20.2
进寸退尺,20.2
纠合之众,20.2
钜学鸿生,20.2
如弃敝屣,20.2
万贯家财,20.2
无妄之灾,20.2
哓哓不休,20.2
心如死灰,20.2
枕山栖谷,20.2
知法犯法,20.2
执鞭随蹬,20.2
众星拱北,20.2
嘴直心快,20.2
常鳞凡介,20.1
尺短寸长,20.1
登高一呼,20.1
颠鸾倒凤,20.1
芳年华月,20.1
粉身碎骨,20.1
各有千秋,20.1
冠袍带履,20.1
过河拆桥,20.1
接踵比肩,20.1
前歌后舞,20.1
人存政举,20.1
铄石流金,20.1
天翻地覆,20.1
蜗角之争,20.1
乌有先生,20.1
学以致用,20.1
炙冰使燥,20.1
百年之柄,20.0
不择手段,20.0
出奇制胜,20.0
杜门晦迹,20.0
刚中柔外,20.0
狗吠不惊,20.0
桂殿兰宫,20.0
洪水猛兽,20.0
侯门如海,20.0
蝼蚁贪生,20.0
米珠薪桂,20.0
摩顶放踵,20.0
披发文身,20.0
取精用弘,20.0
日就月将,20.0
小巧玲珑,20.0
一意孤行,20.0
以耳代目,20.0
月章星句,20.0
昼警暮巡,20.0
爱莫能助,19.9
病从口入,19.9
不足介意,19.9
丹心如故,19.9
颠倒衣裳,19.9
动心忍性,19.9
反戈相向,19.9
凤凰于飞,19.9
高枕无忧,19.9
躬行实践,19.9
孤行己见,19.9
好谋善断,19.9
就正有道,19.9
立谈之间,19.9
两脚野狐,19.9
列风淫雨,19.9
龙鸣狮吼,19.9
片言折狱,19.9
人亡物在,19.9
势穷力竭,19.9
水火无情,19.9
狭路相逢,19.9
行不胜衣,19.9
幼学壮行,19.9
跛鳖千里,19.8
不同凡响,19.8
成算在心,19.8
多如牛毛,19.8
奋袂而起,19.8
格格不入,19.8
河汉无极,19.8
挥汗如雨,19.8
家道中落,19.8
锦囊妙计,19.8
静观默察,19.8
渴而掘井,19.8
铭感五内,19.8
旗鼓相当,19.8
若有所失,19.8
蛇欲吞象,19.8
十载寒窗,19.8
无出其右,19.8
心有余悸,19.8
一倡百和,19.8
一推两搡,19.8
衣绣昼行,19.8
砸锅卖铁,19.8
真心实意,19.8
不瞅不睬,19.7
摩拳擦掌,19.7
袅袅婷婷,19.7
守土有责,19.7
眼内无珠,19.7
一石二鸟,19.7
庸中佼佼,19.7
白雪皑皑,19.6
乘肥衣轻,19.6
春秋笔法,19.6
大同小异,19.6
东道之谊,19.6
官轻势微,19.6
欢欣鼓舞,19.6
黄金时代,19.6
箭不虚发,19.6
精兵简政,19.6
力不能支,19.6
贫贱之交,19.6
骑虎难下,19.6
山溜穿石,19.6
十羊九牧,19.6
徒托空言,19.6
尾生之信,19.6
五风十雨,19.6
兴致勃勃,19.6
越凫楚乙,19.6
知止不殆,19.6
左萦右拂,19.6
不当人子,19.5
摧枯折腐,19.5
戴盆望天,19.5
姑射神人,19.5
鬼斧神工,19.5
含垢纳污,19.5
衡阳雁断,19.5
利锁名缰,19.5
三十六行,19.5
丧明之痛,19.5
山南海北,19.5
身价百倍,19.5
事齐事楚,19.5
素昧平生,19.5
探赜索隐,19.5
望尘莫及,19.5
细针密缕,19.5
遗大投艰,19.5
鹰击毛挚,19.5
八珍玉食,19.4
巴山夜雨,19.4
沉默寡言,19.4
蹉跎自误,19.4
蹈人旧辙,19.4
夺其谈经,19.4
高枕而卧,19.4
古色古香,19.4
患难与共,19.4
揽权纳贿,19.4
犁庭扫穴,19.4
林寒洞肃,19.4
披心相付,19.4
皮里春秋,19.4
欺天诳地,19.4
歧路亡羊,19.4
任贤使能,19.4
锐不可当,19.4
飒爽英姿,19.4
势均力敌,19.4
手下留情,19.4
问诸水滨,19.4
谢天谢地,19.4
烟云过眼,19.4
掩人耳目,19.4
笔诛墨伐,19.3
变化无常,19.3
宾至如归,19.3
不务正业,19.3
齿亡舌存,19.3
床下牛斗,19.3
肺石风清,19.3
风栉雨沐,19.3
嫉闲妒能,19.3
流水无情,19.3
穷极无聊,19.3
偷梁换柱,19.3
头童齿豁,19.3
偃武修文,19.3
阳春有脚,19.3
因风吹火,19.3
知过必改,19.3
蛛丝马迹,19.3
拔萃出群,19.2
不尴不尬,19.2
旦夕之间,19.2
蹈节死义,19.2
奉行故事,19.2
好勇斗狠,19.2
街谈巷议,19.2
举世混浊,19.2
娟好静秀,19.2
利害得失,19.2
马革裹尸,19.2
旁求俊彦,19.2
人琴俱亡,19.2
入不敷出,19.2
时移势迁,19.2
推己及人,19.2
一日三省,19.2
安邦定国,19.1
兵连祸结,19.1
不失时机,19.1
春山如笑,19.1
从容不迫,19.1
达人知命,19.1
独清独醒,19.1
吉凶未卜,19.1
旧念复萌,19.1
默默无言,19.1
涉笔成趣,19.1
太上忘情,19.1
天下大乱,19.1
朽木粪土,19.1
遵养时晦,19.1
帮闲钻懒,19.0
材高知深,19.0
车载斗量,19.0
花香鸟语,19.0
货真价实,19.0
集思广益,19.0
雷霆万钧,19.0
翩若惊鸿,19.0
萍水相逢,19.0
生寄死归,19.0
拭目以待,19.0
颂古非今,19.0
贪官污吏,19.0
无所不能,19.0
心腹之患,19.0
信赏必罚,19.0
玉尺量才,19.0
猿穴坏山,19.0
按捺不住,18.9
不堪回首,18.9
城北徐公,18.9
凡夫俗子,18.9
革奸铲暴,18.9
各有所长,18.9
恨之入骨,18.9
锦囊佳句,18.9
漏卮难满,18.9
人事代谢,18.9
茹苦含辛,18.9
身无长处,18.9
失张失智,18.9
土木形骸,18.9
无风起浪,18.9
宴安鸠毒,18.9
衣冠禽兽,18.9
移宫换羽,18.9
百弊丛生,18.8
成败得失,18.8
得意之色,18.8
怀才不遇,18.8
开路先锋,18.8
南征北战,18.8
切中时弊,18.8
水泄不通,18.8
晚节不保,18.8
万籁俱寂,18.8
瞎马临池,18.8
逍遥自在,18.8
挹彼注兹,18.8
安常守分,18.7
豺狼成性,18.7
称德度功,18.7
唇红齿白,18.7
当立之年,18.7
飞灾横祸,18.7
分茅裂土,18.7
洪炉燎发,18.7
见可而进,18.7
老谋深算,18.7
面缚舆榇,18.7
酩酊大醉,18.7
深思远虑,18.7
蜀犬吠日,18.7
疑团莫释,18.7
以升量石,18.7
壮志未酬,18.7
作法自毙,18.7
伴食宰相,18.6
成千上万,18.6
穿壁引光,18.6
大事去矣,18.6
钓名欺世,18.6
风言醋语,18.6
虎斗龙争,18.6
兼弱攻昧,18.6
锦绣山河,18.6
累瓦结绳,18.6
良工巧匠,18.6
每饭不忘,18.6
名目繁多,18.6
青天白日,18.6
桑落瓦解,18.6
耸壑凌霄,18.6
天之骄子,18.6
坠茵落溷,18.6
斑驳陆离,18.5
大权在握,18.5
东箭南金,18.5
发短心长,18.5
逢时遇节,18.5
福倚祸伏,18.5
改是成非,18.5
恭逢其盛,18.5
急流勇进,18.5
灭虢取虞,18.5
民不堪命,18.5
实至名归,18.5
十亲九故,18.5
天下为家,18.5
同日而语,18.5
修齐治平,18.5
遗世独立,18.5
刖趾适屦,18.5
在所不惜,18.5
曾母投杼,18.5
不伏烧埋,18.4
不愧屋漏,18.4
等米下锅,18.4
杜门谢客,18.4
二惠竞爽,18.4
负荆请罪,18.4
横行霸道,18.4
矫邪归正,18.4
粝食粗衣,18.4
屡次三番,18.4
蜜里调油,18.4
明月入怀,18.4
惜玉怜香,18.4
亦复如是,18.4
贼头贼脑,18.4
自我作古,18.4
矮子看戏,18.3
敝帚自珍,18.3
不知纪极,18.3
柴毁骨立,18.3
得寸则寸,18.3
多藏厚亡,18.3
济世匡时,18.3
名标青史,18.3
数一数二,18.3
索隐行怪,18.3
无所忌惮,18.3
遥遥无期,18.3
侏儒一节,18.3
不管不顾,18.2
不欺暗室,18.2
乘隙而入,18.2
断杼择邻,18.2
发政施仁,18.2
翻天覆地,18.2
焚琴煮鹤,18.2
刚直不阿,18.2
隔岸观火,18.2
旧恨新仇,18.2
慷慨输将,18.2
磕头礼拜,18.2
孔孟之道,18.2
骆驿不绝,18.2
上树拔梯,18.2
喜从天降,18.2
相亲相爱,18.2
灼艾分痛,18.2
左拥右抱,18.2
安步当车,18.1
病病歪歪,18.1
草头天子,18.1
沉浮俯仰,18.1
点金乏术,18.1
独有千秋,18.1
反躬自问,18.1
骨软筋酥,18.1
哗众取宠,18.1
昏聩无能,18.1
尖酸刻薄,18.1
借贷无门,18.1
酒阑人散,18.1
冷眼静看,18.1
灵蛇之珠,18.1
履霜坚冰,18.1
履舄交错,18.1
情不可却,18.1
文房四宝,18.1
文理不通,18.1
安如泰山,18.0
拔苗助长,18.0
刺刺不休,18.0
分门别户,18.0
富面百城,18.0
官逼民反,18.0
横七竖八,18.0
见怪不怪,18.0
僭赏滥刑,18.0
久怀慕蔺,18.0
聊以自慰,18.0
毛羽零落,18.0
强干弱枝,18.0
曲终奏雅,18.0
日月参辰,18.0
桑田沧海,18.0
事半功倍,18.0
驷马难追,18.0
韫椟而藏,18.0
置若罔闻,18.0
不忮不求,17.9
草间求活,17.9
触目兴叹,17.9
点头哈腰,17.9
斧钺汤镬,17.9
覆车之鉴,17.9
攻其不备,17.9
诲盗诲淫,17.9
经纬天下,17.9
旧仇宿怨,17.9
苦口良药,17.9
美人迟暮,17.9
怒形于色,17.9
神思恍惚,17.9
手到病除,17.9
养痈成患,17.9
中冓之言,17.9
总角之交,17.9
百舍重茧,17.8
不胫而走,17.8
不知端倪,17.8
布帆无恙,17.8
步人后尘,17.8
垂名青史,17.8
唇不离腮,17.8
公而忘私,17.8
酒池肉林,17.8
举目无亲,17.8
屠龙之技,17.8
孝子顺孙,17.8
兴会淋漓,17.8
至人无梦,17.8
